,# feature,class,assembly,assembly_unit,seq_type,chromosome,genomic_accession,start,end,strand,product_accession,non-redundant_refseq,related_accession,name,symbol,GeneID,locus_tag,feature_interval_length,product_length,attributes
5357,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2812047,2814782,-,,,,,,,SY84_13680,2736,,
5359,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2814871,2816049,-,,,,,,,SY84_13685,1179,,
5361,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2816522,2817748,+,,,,,,,SY84_13690,1227,,
5363,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2818073,2818357,-,,,,hypothetical protein,,,SY84_13695,285,,pseudo
5364,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2818466,2820601,+,,,,,,,SY84_13700,2136,,
5366,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2821530,2822744,+,,,,hypothetical protein,,,SY84_13705,1215,,pseudo
5367,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2822840,2823283,+,,,,,,,SY84_13710,444,,
5369,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2823273,2823470,+,,,,hypothetical protein,,,SY84_13715,198,,pseudo
5370,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2823689,2824513,+,,,,,,,SY84_13720,825,,
5372,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2824631,2826271,+,,,,,pyrG,,SY84_13725,1641,,
5374,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2826413,2827021,-,,,,,,,SY84_13730,609,,
5376,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2827282,2828436,+,,,,,,,SY84_13735,1155,,
5378,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2829003,2829542,+,,,,,,,SY84_13740,540,,
5380,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2829718,2830455,-,,,,,,,SY84_13745,738,,
5382,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2830706,2831491,+,,,,,,,SY84_13750,786,,
5384,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2831505,2832302,+,,,,,,,SY84_13755,798,,
5386,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2832281,2832484,-,,,,,,,SY84_13760,204,,
5388,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2832496,2833452,+,,,,,,,SY84_13765,957,,
5390,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2833458,2833844,+,,,,,,,SY84_13770,387,,
5392,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2833841,2834467,+,,,,,,,SY84_13775,627,,
5394,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2834525,2835130,+,,,,,,,SY84_13780,606,,
5396,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2835242,2836219,-,,,,,,,SY84_13785,978,,
5398,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2836195,2836731,-,,,,,,,SY84_13790,537,,
5400,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2836791,2836970,-,,,,hypothetical protein,,,SY84_13795,180,,pseudo
5401,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2837191,2839320,-,,,,,,,SY84_13800,2130,,
5403,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2839887,2841083,+,,,,,,,SY84_13805,1197,,
5405,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2841831,2842475,+,,,,,,,SY84_13810,645,,
5407,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2842477,2843196,+,,,,,,,SY84_13815,720,,
5409,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2843286,2844764,+,,,,hypothetical protein,,,SY84_13820,1479,,pseudo
5410,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2845103,2846332,+,,,,,,,SY84_13825,1230,,
5412,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2846942,2848939,+,,,,,,,SY84_13830,1998,,
5414,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2849060,2849899,+,,,,,,,SY84_13835,840,,
5416,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2849985,2851256,+,,,,,,,SY84_13840,1272,,
5418,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2851313,2851984,-,,,,,,,SY84_13845,672,,
5420,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2852098,2853453,+,,,,,,,SY84_13850,1356,,
5422,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2853659,2854303,-,,,,,,,SY84_13855,645,,
5424,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2854300,2855280,-,,,,,,,SY84_13860,981,,
5426,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2855277,2855951,-,,,,,,,SY84_13865,675,,
5428,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2855963,2857510,-,,,,,,,SY84_13870,1548,,
5430,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2857896,2858945,-,,,,,,,SY84_13875,1050,,
5432,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2859183,2859629,+,,,,,,,SY84_13880,447,,
5434,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2859626,2860087,+,,,,,,,SY84_13885,462,,
5436,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2860403,2860888,+,,,,,,,SY84_13890,486,,
5438,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2860885,2862507,+,,,,,,,SY84_13895,1623,,
5440,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2862595,2864784,-,,,,,,,SY84_13900,2190,,
5442,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2864781,2865158,-,,,,,,,SY84_13905,378,,
5444,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2865486,2865629,+,,,,,,,SY84_13910,144,,
5446,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2865700,2866200,+,,,,,,,SY84_13915,501,,
5448,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2866218,2866451,+,,,,,,,SY84_13920,234,,
5450,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2866448,2868055,+,,,,,,,SY84_13925,1608,,
5452,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2868117,2868443,-,,,,,,,SY84_13930,327,,
5454,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2868696,2870558,-,,,,,,,SY84_13935,1863,,
5456,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2870811,2872289,-,,,,,,,SY84_13940,1479,,
5458,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2872360,2872638,+,,,,,,,SY84_13945,279,,
5460,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2872710,2873369,+,,,,,,,SY84_13950,660,,
5462,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2873873,2874376,-,,,,hypothetical protein,,,SY84_13955,504,,pseudo
5463,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2874409,2875251,-,,,,,,,SY84_13960,843,,
5465,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2875418,2878126,+,,,,,,,SY84_13965,2709,,
5467,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2878195,2878803,-,,,,,,,SY84_13970,609,,
5469,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2881227,2881807,-,,,,hypothetical protein,,,SY84_13975,581,,pseudo
5470,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2881855,2882187,+,,,,,,,SY84_13980,333,,
5472,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2882268,2883632,+,,,,,,,SY84_13985,1365,,
5474,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2883679,2884899,-,,,,,,,SY84_13990,1221,,
5476,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2884981,2885607,+,,,,,,,SY84_13995,627,,
5478,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2885604,2886137,+,,,,,,,SY84_14000,534,,
5480,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2886282,2887043,+,,,,,,,SY84_14005,762,,
5482,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2887105,2888553,+,,,,,,,SY84_14010,1449,,
5484,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2888618,2889544,-,,,,,,,SY84_14015,927,,
5486,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2889643,2890014,+,,,,,,,SY84_14020,372,,
5488,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2890148,2890912,+,,,,,,,SY84_14025,765,,
5490,gene,RNase_P_RNA,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2890993,2891428,+,,,,,,,SY84_15680,436,,
5492,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2891534,2891890,-,,,,,,,SY84_14030,357,,
5494,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2892136,2892564,+,,,,,,,SY84_14035,429,,
5496,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2892636,2893529,+,,,,,,,SY84_14040,894,,
5498,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2893583,2893951,+,,,,,,,SY84_14045,369,,
5500,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2893942,2895279,+,,,,,,,SY84_14050,1338,,
5502,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2895732,2896301,+,,,,,,,SY84_14055,570,,
5504,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2896409,2897581,+,,,,,,,SY84_14060,1173,,
5506,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2897657,2898004,+,,,,,,,SY84_14065,348,,
5508,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2898001,2898474,+,,,,,,,SY84_14070,474,,
5510,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2898493,2899131,-,,,,,,,SY84_14075,639,,
5512,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2899191,2901563,+,,,,,,,SY84_14080,2373,,
5514,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2901615,2903270,+,,,,,,,SY84_14085,1656,,
5516,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2903339,2905345,-,,,,,gyrB,,SY84_14090,2007,,
5518,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2905626,2907596,+,,,,,,,SY84_14095,1971,,
5520,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2907646,2907903,+,,,,,,,SY84_14100,258,,
5522,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2907972,2909228,-,,,,,,,SY84_14105,1257,,
5524,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2909350,2909901,-,,,,,,,SY84_14110,552,,
5526,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2909998,2911176,+,,,,,,,SY84_14115,1179,,
5528,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2911271,2912098,+,,,,,,,SY84_14120,828,,
5530,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2912211,2912927,+,,,,,,,SY84_14125,717,,
5532,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2912924,2913889,+,,,,,,,SY84_14130,966,,
5534,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2914039,2917170,+,,,,,,,SY84_14135,3132,,
5536,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2917266,2917772,+,,,,hypothetical protein,,,SY84_14140,507,,pseudo
5537,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2917897,2918565,+,,,,,,,SY84_14145,669,,
5539,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2918569,2919000,+,,,,,,,SY84_14150,432,,
5541,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2919064,2919813,-,,,,,,,SY84_14155,750,,
5543,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2919984,2920931,-,,,,,,,SY84_14160,948,,
5545,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2920928,2921689,-,,,,,,,SY84_14165,762,,
5547,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2921949,2922632,+,,,,,,,SY84_14170,684,,
5549,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2922636,2923034,-,,,,,,,SY84_14175,399,,
5551,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2923279,2925519,+,,,,,,,SY84_14180,2241,,
5553,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2925612,2925842,+,,,,,,,SY84_14185,231,,
5555,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2926005,2926289,+,,,,hypothetical protein,,,SY84_14190,285,,pseudo
5556,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2926352,2926633,+,,,,,,,SY84_14195,282,,
5558,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2926626,2928008,+,,,,,,,SY84_14200,1383,,
5560,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2928013,2928531,+,,,,,,,SY84_14205,519,,
5562,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2928705,2929058,+,,,,,,,SY84_14210,354,,
5564,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2929055,2929564,+,,,,,,,SY84_14215,510,,
5566,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2929600,2930484,-,,,,,,,SY84_14220,885,,
5568,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2930556,2931776,+,,,,,,,SY84_14225,1221,,
5570,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2931837,2934395,-,,,,,,,SY84_14230,2559,,
5572,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2934742,2934990,+,,,,hypothetical protein,,,SY84_14235,249,,pseudo
5573,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2935296,2936252,-,,,,,,,SY84_14240,957,,
5575,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2936393,2937103,-,,,,,,,SY84_14245,711,,
5577,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2937108,2937905,-,,,,,,,SY84_14250,798,,
5579,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2937914,2939542,-,,,,,,,SY84_14255,1629,,
5581,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2939539,2940552,-,,,,,,,SY84_14260,1014,,
5583,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2940883,2942040,-,,,,,,,SY84_14265,1158,,
5585,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2942501,2943847,+,,,,,,,SY84_14270,1347,,
5587,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2943915,2944688,+,,,,,,,SY84_14275,774,,
5589,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2944746,2945882,-,,,,,,,SY84_14280,1137,,
5591,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2945879,2947177,-,,,,,,,SY84_14285,1299,,
5593,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2947327,2948505,+,,,,,,,SY84_14290,1179,,
5595,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2948589,2949959,-,,,,,gid,,SY84_14295,1371,,
5597,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2950027,2950779,-,,,,,,,SY84_14300,753,,
5599,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2950876,2951484,+,,,,,,,SY84_14305,609,,
5601,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2951545,2953059,-,,,,,,,SY84_14310,1515,,
5603,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2953792,2954325,+,,,,,,,SY84_14315,534,,
5605,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2954551,2956713,+,,,,,,,SY84_14320,2163,,
5607,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2956787,2956999,+,,,,,,,SY84_14325,213,,
5609,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2957208,2958566,-,,,,,,,SY84_14330,1359,,
5611,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2958888,2961044,+,,,,,,,SY84_14335,2157,,
5613,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2961175,2961987,+,,,,,,,SY84_14340,813,,
5615,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2962189,2963331,-,,,,,,,SY84_14345,1143,,
5617,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2963427,2964788,-,,,,,,,SY84_14350,1362,,
5619,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2964934,2965548,-,,,,,,,SY84_14355,615,,
5621,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2965863,2968298,-,,,,,,,SY84_14360,2436,,
5623,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2968525,2969214,+,,,,,,,SY84_14365,690,,
5625,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2969308,2969658,+,,,,,,,SY84_14370,351,,
5627,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2969655,2969990,+,,,,,,,SY84_14375,336,,
5629,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2969987,2970307,+,,,,,,,SY84_14380,321,,
5631,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2970402,2971403,+,,,,,,,SY84_14385,1002,,
5633,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2971462,2972001,+,,,,,,,SY84_14390,540,,
5635,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2972015,2972317,+,,,,,,,SY84_14395,303,,
5637,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2972346,2972840,+,,,,,,,SY84_14400,495,,
5639,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2972986,2973324,+,,,,,,,SY84_14405,339,,
5641,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2973329,2974711,-,,,,,,,SY84_14410,1383,,
5643,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2974789,2975553,-,,,,,,,SY84_14415,765,,
5645,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2975573,2977330,-,,,,,,,SY84_14420,1758,,
5647,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2977383,2977760,-,,,,,,,SY84_14425,378,,
5649,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2977760,2978116,-,,,,,,,SY84_14430,357,,
5651,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2978316,2978717,+,,,,,,,SY84_14435,402,,
5653,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2978835,2979389,-,,,,,,,SY84_14440,555,,
5655,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2979659,2981140,-,,,,,,,SY84_14445,1482,,
5657,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2981267,2982223,-,,,,,,,SY84_14450,957,,
5659,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2982631,2982819,+,,,,hypothetical protein,,,SY84_14455,189,,pseudo
5660,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2983012,2983599,+,,,,,,,SY84_14460,588,,
5662,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2983661,2984788,-,,,,,,,SY84_14465,1128,,
5664,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2984868,2985719,-,,,,,,,SY84_14470,852,,
5666,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2985716,2986627,-,,,,,,,SY84_14475,912,,
5668,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2986773,2987990,-,,,,,,,SY84_14480,1218,,
5670,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2988197,2989966,+,,,,,,,SY84_14485,1770,,
5672,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2990036,2991646,-,,,,,,,SY84_14490,1611,,
5674,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2992197,2992487,+,,,,,,,SY84_14495,291,,
5676,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2992541,2992915,+,,,,,,,SY84_14500,375,,
5678,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2992928,2993404,+,,,,,,,SY84_14505,477,,
5680,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2993460,2994125,-,,,,,,,SY84_14510,666,,
5682,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2994226,2994960,+,,,,,,,SY84_14515,735,,
